date,category,amount,description
2024-08-01,Miscellaneous,10.0,Donation ₹10.0
2024-08-01,Shopping,8.0,TataCliq Payment ₹8.0
2024-08-02,Groceries,18.0,DMart Purchase ₹18.0
2024-08-02,Education,9.0,Udemy Course ₹9.0
2024-08-02,Insurance,12.0,Health Insurance ₹12.0
2024-08-02,Fitness,8.0,Gym Membership ₹8.0
2024-08-02,Entertainment,1.0,BookMyShow Ticket ₹1.0
2024-08-03,Transport,5.0,Train Ticket ₹5.0
2024-08-03,Transport,25.0,Delhi Metro Recharge ₹25.0
2024-08-03,Investment,14.0,PPF Deposit ₹14.0
2024-08-03,Fitness,8.0,CultFit Subscription ₹8.0
2024-08-04,Entertainment,15.0,BookMyShow Ticket ₹15.0
2024-08-04,Transport,8.0,Cab Fare ₹8.0
2024-08-04,Fitness,15.2,Yoga Class ₹15.2
2024-08-04,Fitness,16.0,Yoga Class ₹16.0
2024-08-05,Dining,5.4,Subway Sandwich ₹5.4
2024-08-05,Travel,12.0,Air India Flight ₹12.0
2024-08-05,Fitness,8.0,Protein Supplement ₹8.0
2024-08-05,Groceries,5.0,Reliance Fresh ₹5.0
2024-08-05,Entertainment,120.0,Spotify Payment ₹120.0
2024-08-05,Miscellaneous,7.2,Petrol Pump ₹7.2
2024-08-06,Fitness,15.23,CultFit Subscription ₹15.23
2024-08-06,Education,27.0,Skillshare Membership ₹27.0
2024-08-06,Investment,51.0,PPF Deposit ₹51.0
2024-08-06,Miscellaneous,8.2,Charity ₹8.2
2024-08-06,Groceries,0.5,More Supermarket ₹0.5
2024-08-06,Education,10.0,Skillshare Membership ₹10.0
2024-08-07,Investment,7.2,Crypto Investment ₹7.2
2024-08-07,Groceries,5.4,BigBasket Order ₹5.4
2024-08-07,Dining,50.0,KFC Meal ₹50.0
2024-08-07,Entertainment,8.7,BookMyShow Ticket ₹8.7
2024-08-07,Fitness,15.0,Gym Membership ₹15.0
2024-08-08,Investment,7.2,Stock Purchase ₹7.2
2024-08-08,Food,15.23,Pizza Hut Bill ₹15.23
2024-08-08,Entertainment,8.7,BookMyShow Ticket ₹8.7
2024-08-08,Groceries,5.32,More Supermarket ₹5.32
2024-08-09,Miscellaneous,5.4,Gift Shop ₹5.4
2024-08-09,Fitness,15.0,Protein Supplement ₹15.0
2024-08-09,Education,4.2,Coursera Subscription ₹4.2
2024-08-09,Groceries,15.2,DMart Purchase ₹15.2
2024-08-09,Shopping,61.0,TataCliq Payment ₹61.0
2024-08-09,Transport,3.0,Cab Fare ₹3.0
2024-08-10,Food,50.0,Zomato Order ₹50.0
2024-08-10,Food,3.21,Cafe Coffee Day ₹3.21
2024-08-10,Fitness,8.0,Gym Membership ₹8.0
2024-08-10,Transport,15.2,Uber Trip ₹15.2
2024-08-10,Miscellaneous,1.0,Petrol Pump ₹1.0
2024-08-10,Food,7.0,Swiggy Payment ₹7.0
2024-08-10,Miscellaneous,150.0,Petrol Pump ₹150.0
2024-08-11,Transport,15.2,Ola Ride ₹15.2
2024-08-11,Bills,1.0,Electricity Bill BSES ₹1.0
2024-08-11,Dining,8.0,KFC Meal ₹8.0
2024-08-11,Healthcare,8.52,Doctor Visit ₹8.52
2024-08-11,Transport,0.5,Ola Ride ₹0.5
2024-08-12,Fitness,15.23,Protein Supplement ₹15.23
2024-08-12,Food,3.33,Dominos Order ₹3.33
2024-08-12,Transport,9.0,Delhi Metro Recharge ₹9.0
2024-08-12,Entertainment,7.53,Hotstar Renewal ₹7.53
2024-08-12,Transport,10.0,Cab Fare ₹10.0
2024-08-13,Entertainment,2.0,Hotstar Renewal ₹2.0
2024-08-13,Insurance,19.0,Car Insurance ₹19.0
2024-08-13,Fitness,11.0,Gym Membership ₹11.0
2024-08-13,Groceries,5.0,More Supermarket ₹5.0
2024-08-13,Entertainment,70.0,Spotify Payment ₹70.0
2024-08-13,Entertainment,18.0,BookMyShow Ticket ₹18.0
2024-08-14,Insurance,1.5,LIC Premium ₹1.5
2024-08-14,Miscellaneous,12.0,Gift Shop ₹12.0
2024-08-14,Groceries,8.0,BigBasket Order ₹8.0
2024-08-14,Investment,16.0,PPF Deposit ₹16.0
2024-08-15,Education,1.0,Unacademy Plan ₹1.0
2024-08-15,Groceries,15.23,DMart Purchase ₹15.23
2024-08-15,Miscellaneous,10.0,Stationery Store ₹10.0
2024-08-15,Investment,39.0,Mutual Fund SIP ₹39.0
2024-08-15,Travel,8.0,Air India Flight ₹8.0
2024-08-15,Fitness,8.0,Gym Membership ₹8.0
2024-08-16,Healthcare,1.0,Diagnostic Center Payment ₹1.0
2024-08-16,Entertainment,2.5,Spotify Payment ₹2.5
2024-08-16,Healthcare,6.75,Apollo Pharmacy ₹6.75
2024-08-16,Healthcare,11.3,Diagnostic Center Payment ₹11.3
2024-08-16,Healthcare,8.0,Apollo Pharmacy ₹8.0
2024-08-16,Dining,83.0,Barbeque Nation ₹83.0
2024-08-17,Miscellaneous,15.2,Donation ₹15.2
2024-08-17,Food,8.0,Zomato Order ₹8.0
2024-08-17,Miscellaneous,18.0,Gift Shop ₹18.0
2024-08-17,Entertainment,1.0,Hotstar Renewal ₹1.0
2024-08-17,Entertainment,7.0,BookMyShow Ticket ₹7.0
2024-08-18,Miscellaneous,15.2,Gift Shop ₹15.2
2024-08-18,Healthcare,8.0,MedPlus Bill ₹8.0
2024-08-18,Shopping,0.5,TataCliq Payment ₹0.5
2024-08-18,Healthcare,2.0,Apollo Pharmacy ₹2.0
2024-08-18,Dining,13.13,McDonalds Bill ₹13.13
2024-08-19,Insurance,2.5,Health Insurance ₹2.5
2024-08-19,Entertainment,12.0,Hotstar Renewal ₹12.0
2024-08-19,Entertainment,8.0,Spotify Payment ₹8.0
2024-08-19,Entertainment,2.45,Netflix Subscription ₹2.45
2024-08-19,Groceries,2.5,Reliance Fresh ₹2.5
2024-08-20,Entertainment,1.0,Netflix Subscription ₹1.0
2024-08-20,Insurance,2.5,Health Insurance ₹2.5
2024-08-20,Travel,8.0,IRCTC Train Ticket ₹8.0
2024-08-20,Investment,3.55,Mutual Fund SIP ₹3.55
2024-08-21,Shopping,2.5,Flipkart Order ₹2.5
2024-08-21,Food,6.75,Burger King Payment ₹6.75
2024-08-21,Insurance,10.0,Car Insurance ₹10.0
2024-08-21,Groceries,2.0,More Supermarket ₹2.0
2024-08-21,Investment,3.0,PPF Deposit ₹3.0
2024-08-22,Bills,2.0,Airtel Postpaid ₹2.0
2024-08-22,Education,15.23,Skillshare Membership ₹15.23
2024-08-22,Miscellaneous,8.0,Donation ₹8.0
2024-08-23,Dining,2.5,KFC Meal ₹2.5
2024-08-23,Miscellaneous,6.75,Stationery Store ₹6.75
2024-08-23,Shopping,9.0,Amazon Purchase ₹9.0
2024-08-24,Education,0.5,Udemy Course ₹0.5
2024-08-24,Transport,0.5,Rapido Ride ₹0.5
2024-08-24,Food,15.0,Pizza Hut Bill ₹15.0
2024-08-24,Miscellaneous,8.0,Donation ₹8.0
2024-08-24,Shopping,10.0,Myntra Order ₹10.0
2024-08-24,Food,0.5,Burger King Payment ₹0.5
2024-08-25,Shopping,1.0,Myntra Order ₹1.0
2024-08-25,Investment,9.0,Crypto Investment ₹9.0
2024-08-25,Healthcare,2.5,MedPlus Bill ₹2.5
2024-08-25,Bills,8.0,Jio Fiber Recharge ₹8.0
2024-08-25,Travel,40.0,Air India Flight ₹40.0
2024-08-25,Healthcare,17.0,Doctor Visit ₹17.0
2024-08-25,Investment,5.0,PPF Deposit ₹5.0
2024-08-25,Bills,5.0,Water Bill ₹5.0
2024-08-25,Shopping,15.0,Amazon Purchase ₹15.0
2024-08-26,Shopping,0.5,Myntra Order ₹0.5
2024-08-26,Miscellaneous,5.0,Charity ₹5.0
2024-08-26,Entertainment,0.55,Hotstar Renewal ₹0.55
2024-08-26,Groceries,2.5,BigBasket Order ₹2.5
2024-08-26,Education,10.0,Coursera Subscription ₹10.0
2024-08-26,Bills,8.0,Internet Bill ₹8.0
2024-08-26,Education,8.0,Skillshare Membership ₹8.0
2024-08-26,Miscellaneous,13.0,Petrol Pump ₹13.0
2024-08-27,Bills,1.0,Electricity Bill BSES ₹1.0
2024-08-27,Food,11.0,Zomato Order ₹11.0
2024-08-27,Healthcare,2.5,Diagnostic Center Payment ₹2.5
2024-08-27,Transport,29.0,Cab Fare ₹29.0
2024-08-27,Healthcare,15.0,Diagnostic Center Payment ₹15.0
2024-08-27,Travel,90.0,MakeMyTrip Payment ₹90.0
2024-08-27,Dining,2.5,KFC Meal ₹2.5
2024-08-27,Dining,5.0,McDonalds Bill ₹5.0
2024-08-27,Bills,8.2,Internet Bill ₹8.2
2024-08-27,Insurance,70.0,LIC Premium ₹70.0
2024-08-27,Transport,15.0,Rapido Ride ₹15.0
2024-08-28,Bills,0.5,Electricity Bill BSES ₹0.5
2024-08-28,Insurance,0.5,Health Insurance ₹0.5
2024-08-28,Education,0.5,Skillshare Membership ₹0.5
2024-08-28,Education,7.4,Unacademy Plan ₹7.4
2024-08-28,Education,2.6,Coursera Subscription ₹2.6
2024-08-28,Groceries,8.0,More Supermarket ₹8.0
2024-08-28,Groceries,7.4,BigBasket Order ₹7.4
2024-08-28,Insurance,11.0,Car Insurance ₹11.0
2024-08-29,Healthcare,25.0,Diagnostic Center Payment ₹25.0
2024-08-29,Shopping,1.5,Myntra Order ₹1.5
2024-08-29,Shopping,8.0,Flipkart Order ₹8.0
2024-08-29,Entertainment,2.6,Hotstar Renewal ₹2.6
2024-08-29,Entertainment,9.4,Netflix Subscription ₹9.4
2024-08-29,Miscellaneous,18.2,Gift Shop ₹18.2
2024-08-29,Bills,6.0,Water Bill ₹6.0
2024-08-29,Miscellaneous,5.0,Stationery Store ₹5.0
2024-08-30,Healthcare,1.0,Diagnostic Center Payment ₹1.0
2024-08-30,Healthcare,8.0,Apollo Pharmacy ₹8.0
2024-08-30,Bills,22.0,Internet Bill ₹22.0
2024-08-30,Fitness,7.0,Yoga Class ₹7.0
2024-08-30,Food,16.0,Pizza Hut Bill ₹16.0
2024-08-31,Transport,16.0,Ola Ride ₹16.0
2024-08-31,Transport,2.0,Uber Trip ₹2.0
2024-08-31,Entertainment,8.0,YouTube Premium ₹8.0
2024-09-01,Dining,89.0,Subway Sandwich ₹89.0
2024-09-01,Groceries,1.0,More Supermarket ₹1.0
2024-09-01,Food,20.0,Burger King Payment ₹20.0
2024-09-01,Healthcare,0.45,Apollo Pharmacy ₹0.45
2024-09-01,Shopping,2.5,TataCliq Payment ₹2.5
2024-09-01,Travel,8.0,OYO Rooms Booking ₹8.0
2024-09-01,Groceries,112.0,BigBasket Order ₹112.0
2024-09-01,Bills,3.0,Airtel Postpaid ₹3.0
2024-09-01,Bills,8.0,Electricity Bill BSES ₹8.0
2024-09-01,Fitness,11.0,Gym Membership ₹11.0
2024-09-01,Entertainment,3.0,YouTube Premium ₹3.0
2024-09-01,Groceries,16.0,DMart Purchase ₹16.0
2024-09-01,Fitness,12.0,CultFit Subscription ₹12.0
2024-09-01,Travel,0.5,OYO Rooms Booking ₹0.5
2024-09-01,Food,15.2,Pizza Hut Bill ₹15.2
2024-09-02,Food,0.5,Zomato Order ₹0.5
2024-09-02,Bills,4.57,Airtel Postpaid ₹4.57
2024-09-02,Investment,7.35,PPF Deposit ₹7.35
2024-09-02,Healthcare,2.0,Apollo Pharmacy ₹2.0
2024-09-02,Fitness,8.1,Protein Supplement ₹8.1
2024-09-02,Miscellaneous,8.0,Petrol Pump ₹8.0
2024-09-02,Groceries,170.0,Reliance Fresh ₹170.0
2024-09-02,Food,0.5,Swiggy Payment ₹0.5
2024-09-03,Food,16.0,Cafe Coffee Day ₹16.0
2024-09-03,Transport,3.25,Cab Fare ₹3.25
2024-09-03,Transport,1.0,Cab Fare ₹1.0
2024-09-03,Food,16.0,Cafe Coffee Day ₹16.0
2024-09-03,Groceries,38.0,Reliance Fresh ₹38.0
2024-09-04,Groceries,16.0,Reliance Fresh ₹16.0
2024-09-04,Bills,3.25,Electricity Bill BSES ₹3.25
2024-09-04,Fitness,10.0,Yoga Class ₹10.0
2024-09-04,Groceries,7.4,DMart Purchase ₹7.4
2024-09-04,Shopping,95.0,Amazon Purchase ₹95.0
2024-09-04,Education,3.27,Udemy Course ₹3.27
2024-09-05,Investment,2.0,Mutual Fund SIP ₹2.0
2024-09-05,Healthcare,8.1,Diagnostic Center Payment ₹8.1
2024-09-05,Groceries,7.4,BigBasket Order ₹7.4
2024-09-05,Food,16.0,Burger King Payment ₹16.0
2024-09-05,Food,3.5,Zomato Order ₹3.5
2024-09-05,Insurance,0.5,LIC Premium ₹0.5
2024-09-06,Investment,7.0,Crypto Investment ₹7.0
2024-09-06,Healthcare,16.0,Doctor Visit ₹16.0
2024-09-06,Food,3.5,Dominos Order ₹3.5
2024-09-06,Education,4.8,Coursera Subscription ₹4.8
2024-09-06,Healthcare,6.0,Diagnostic Center Payment ₹6.0
2024-09-07,Education,1.0,Skillshare Membership ₹1.0
2024-09-07,Healthcare,7.4,Apollo Pharmacy ₹7.4
2024-09-07,Healthcare,2.6,MedPlus Bill ₹2.6
2024-09-07,Food,7.4,Dominos Order ₹7.4
2024-09-07,Entertainment,17.3,BookMyShow Ticket ₹17.3
2024-09-07,Investment,0.5,Stock Purchase ₹0.5
2024-09-07,Investment,18.0,Crypto Investment ₹18.0
2024-09-08,Transport,0.5,Train Ticket ₹0.5
2024-09-08,Insurance,15.0,Car Insurance ₹15.0
2024-09-08,Bills,2.0,Water Bill ₹2.0
2024-09-08,Travel,52.0,MakeMyTrip Payment ₹52.0
2024-09-08,Travel,0.5,MakeMyTrip Payment ₹0.5
2024-09-08,Groceries,4.0,DMart Purchase ₹4.0
2024-09-09,Miscellaneous,0.5,Stationery Store ₹0.5
2024-09-09,Transport,16.0,Rapido Ride ₹16.0
2024-09-09,Entertainment,7.0,BookMyShow Ticket ₹7.0
2024-09-09,Bills,3.25,Electricity Bill BSES ₹3.25
2024-09-09,Healthcare,57.0,MedPlus Bill ₹57.0
2024-09-09,Healthcare,1.0,Diagnostic Center Payment ₹1.0
2024-09-10,Fitness,0.5,Protein Supplement ₹0.5
2024-09-10,Food,8.0,Zomato Order ₹8.0
2024-09-10,Investment,5.25,Mutual Fund SIP ₹5.25
2024-09-10,Insurance,50.0,LIC Premium ₹50.0
2024-09-10,Shopping,7.8,Amazon Purchase ₹7.8
2024-09-10,Healthcare,0.5,Diagnostic Center Payment ₹0.5
2024-09-10,Healthcare,16.0,MedPlus Bill ₹16.0
2024-09-11,Fitness,3.0,Protein Supplement ₹3.0
2024-09-11,Food,0.5,Burger King Payment ₹0.5
2024-09-11,Food,14.0,Dominos Order ₹14.0
2024-09-11,Bills,50.0,Electricity Bill BSES ₹50.0
2024-09-11,Shopping,6.0,TataCliq Payment ₹6.0
2024-09-11,Fitness,12.0,Protein Supplement ₹12.0
2024-09-11,Miscellaneous,6.0,Gift Shop ₹6.0
2024-09-11,Insurance,8.0,Car Insurance ₹8.0
2024-09-11,Healthcare,0.5,Apollo Pharmacy ₹0.5
2024-09-11,Insurance,180.0,LIC Premium ₹180.0
2024-09-12,Insurance,0.5,Car Insurance ₹0.5
2024-09-12,Entertainment,4.1,Spotify Payment ₹4.1
2024-09-12,Groceries,8.1,DMart Purchase ₹8.1
2024-09-12,Dining,7.2,Barbeque Nation ₹7.2
2024-09-12,Miscellaneous,6.0,Stationery Store ₹6.0
2024-09-12,Dining,5.6,KFC Meal ₹5.6
2024-09-12,Food,0.5,Zomato Order ₹0.5
2024-09-12,Miscellaneous,4.0,Charity ₹4.0
2024-09-13,Fitness,21.0,Yoga Class ₹21.0
2024-09-13,Groceries,4.0,Reliance Fresh ₹4.0
2024-09-13,Investment,0.5,PPF Deposit ₹0.5
2024-09-13,Entertainment,12.0,Spotify Payment ₹12.0
2024-09-13,Fitness,7.4,Gym Membership ₹7.4
2024-09-14,Bills,0.5,Electricity Bill BSES ₹0.5
2024-09-14,Bills,12.1,Airtel Postpaid ₹12.1
2024-09-14,Investment,2.5,Crypto Investment ₹2.5
2024-09-14,Entertainment,10.0,Spotify Payment ₹10.0
2024-09-14,Bills,1.0,Internet Bill ₹1.0
2024-09-14,Insurance,118.0,LIC Premium ₹118.0
2024-09-14,Investment,0.5,Stock Purchase ₹0.5
2024-09-14,Entertainment,3.0,Spotify Payment ₹3.0
2024-09-14,Bills,6.0,Water Bill ₹6.0
2024-09-15,Insurance,2.6,LIC Premium ₹2.6
2024-09-15,Bills,14.0,Internet Bill ₹14.0
2024-09-15,Shopping,8.0,Myntra Order ₹8.0
2024-09-15,Fitness,510.0,Gym Membership ₹510.0
2024-09-15,Bills,178.0,Electricity Bill BSES ₹178.0
2024-09-16,Travel,11.0,IRCTC Train Ticket ₹11.0
2024-09-16,Education,8.0,Byjus Payment ₹8.0
2024-09-16,Transport,9.0,Cab Fare ₹9.0
2024-09-16,Food,6.23,Cafe Coffee Day ₹6.23
2024-09-16,Dining,11.0,Barbeque Nation ₹11.0
2024-09-16,Insurance,8.0,Health Insurance ₹8.0
2024-09-16,Education,1.0,Unacademy Plan ₹1.0
2024-09-16,Healthcare,4.0,Diagnostic Center Payment ₹4.0
2024-09-16,Investment,14.0,Stock Purchase ₹14.0
2024-09-17,Transport,1.0,Cab Fare ₹1.0
2024-09-17,Food,8.0,Burger King Payment ₹8.0
2024-09-17,Education,6.0,Byjus Payment ₹6.0
2024-09-17,Miscellaneous,10.0,Gift Shop ₹10.0
2024-09-17,Education,15.0,Udemy Course ₹15.0
2024-09-17,Investment,8.0,PPF Deposit ₹8.0
2024-09-17,Groceries,8.0,More Supermarket ₹8.0
2024-09-17,Miscellaneous,40.0,Stationery Store ₹40.0
2024-09-17,Bills,10.0,Water Bill ₹10.0
2024-09-18,Transport,14.0,Train Ticket ₹14.0
2024-09-18,Investment,10.0,Crypto Investment ₹10.0
2024-09-18,Fitness,30.0,Protein Supplement ₹30.0
2024-09-18,Education,1.0,Skillshare Membership ₹1.0
2024-09-18,Travel,6.0,MakeMyTrip Payment ₹6.0
2024-09-18,Shopping,17.0,TataCliq Payment ₹17.0
2024-09-19,Insurance,0.5,Health Insurance ₹0.5
2024-09-19,Entertainment,7.2,Netflix Subscription ₹7.2
2024-09-19,Education,12.0,Skillshare Membership ₹12.0
2024-09-19,Investment,24.0,Mutual Fund SIP ₹24.0
2024-09-19,Bills,8.0,Water Bill ₹8.0
2024-09-19,Healthcare,7.0,Doctor Visit ₹7.0
2024-09-20,Investment,8.0,Stock Purchase ₹8.0
2024-09-20,Fitness,1.0,CultFit Subscription ₹1.0
2024-09-20,Bills,7.0,Internet Bill ₹7.0
2024-09-20,Groceries,10.0,More Supermarket ₹10.0
2024-09-20,Shopping,10.0,Amazon Purchase ₹10.0
2024-09-20,Insurance,12.0,Health Insurance ₹12.0
2024-09-21,Travel,7.4,MakeMyTrip Payment ₹7.4
2024-09-21,Investment,3.0,Mutual Fund SIP ₹3.0
2024-09-21,Bills,8.0,Jio Fiber Recharge ₹8.0
2024-09-21,Dining,0.5,McDonalds Bill ₹0.5
2024-09-21,Food,5.0,Pizza Hut Bill ₹5.0
2024-09-22,Travel,7.0,Air India Flight ₹7.0
2024-09-22,Dining,2.6,Subway Sandwich ₹2.6
2024-09-22,Travel,48.0,MakeMyTrip Payment ₹48.0
2024-09-22,Education,8.0,Unacademy Plan ₹8.0
2024-09-22,Healthcare,7.0,MedPlus Bill ₹7.0
2024-09-22,Healthcare,1.0,MedPlus Bill ₹1.0
2024-09-23,Healthcare,0.5,Diagnostic Center Payment ₹0.5
2024-09-23,Miscellaneous,16.0,Gift Shop ₹16.0
2024-09-23,Entertainment,5.25,Spotify Payment ₹5.25
2024-09-23,Healthcare,12.0,Diagnostic Center Payment ₹12.0
2024-09-23,Fitness,5.0,Yoga Class ₹5.0
2024-09-23,Bills,4.5,Airtel Postpaid ₹4.5
2024-09-23,Entertainment,15.0,BookMyShow Ticket ₹15.0
2024-09-23,Food,0.5,Dominos Order ₹0.5
2024-09-23,Food,7.2,Dominos Order ₹7.2
2024-09-24,Dining,7.0,Barbeque Nation ₹7.0
2024-09-24,Healthcare,6.2,Diagnostic Center Payment ₹6.2
2024-09-24,Food,7.4,Zomato Order ₹7.4
2024-09-24,Entertainment,12.0,Netflix Subscription ₹12.0
2024-09-24,Entertainment,0.5,Hotstar Renewal ₹0.5
2024-09-25,Insurance,0.5,Health Insurance ₹0.5
2024-09-25,Healthcare,8.5,Diagnostic Center Payment ₹8.5
2024-09-25,Insurance,5.25,Car Insurance ₹5.25
2024-09-25,Education,4.4,Coursera Subscription ₹4.4
2024-09-25,Food,13.0,Dominos Order ₹13.0
2024-09-25,Healthcare,0.5,Doctor Visit ₹0.5
2024-09-26,Entertainment,0.5,Hotstar Renewal ₹0.5
2024-09-26,Food,6.5,Zomato Order ₹6.5
2024-09-26,Entertainment,7.2,YouTube Premium ₹7.2
2024-09-26,Miscellaneous,8.4,Donation ₹8.4
2024-09-26,Food,7.4,Swiggy Payment ₹7.4
2024-09-26,Investment,0.5,Crypto Investment ₹0.5
2024-09-26,Groceries,9.0,DMart Purchase ₹9.0
2024-09-27,Bills,0.5,Water Bill ₹0.5
2024-09-27,Education,7.0,Skillshare Membership ₹7.0
2024-09-27,Transport,17.1,Cab Fare ₹17.1
2024-09-27,Investment,8.0,Mutual Fund SIP ₹8.0
2024-09-27,Bills,8.0,Airtel Postpaid ₹8.0
2024-09-27,Bills,7.4,Internet Bill ₹7.4
2024-09-27,Entertainment,0.5,BookMyShow Ticket ₹0.5
2024-09-28,Food,0.5,Pizza Hut Bill ₹0.5
2024-09-28,Healthcare,8.0,MedPlus Bill ₹8.0
2024-09-28,Investment,13.0,Stock Purchase ₹13.0
2024-09-28,Groceries,13.0,More Supermarket ₹13.0
2024-09-28,Food,0.5,Zomato Order ₹0.5
2024-09-28,Bills,8.0,Water Bill ₹8.0
2024-09-29,Insurance,0.5,LIC Premium ₹0.5
2024-09-29,Fitness,7.4,Gym Membership ₹7.4
2024-09-29,Food,15.0,Pizza Hut Bill ₹15.0
2024-09-29,Shopping,8.0,Flipkart Order ₹8.0
