date,amount,description
2024-07-04 15:16:17 +0000,8,Internet Bill ₹8.0
2024-07-04 15:16:22 +0000,204,Car Insurance ₹204.0
2024-07-05 07:20:09 +0000,5,Train Ticket ₹5.0
2024-07-05 04:23:00 +0000,4.3,Electricity Bill BSES ₹4.3
2024-07-05 09:26:52 +0000,10,Zomato Order ₹10.0
2024-07-05 09:38:54 +0000,1.3,Pizza Hut Bill ₹1.3
2024-07-05 09:53:19 +0000,8,Netflix Subscription ₹8.0
2024-07-05 16:02:52 +0000,6,BookMyShow Ticket ₹6.0
2024-07-05 17:03:00 +0000,4.5,Spotify Payment ₹4.5
2024-07-05 19:12:00 +0000,42,Hotstar Renewal ₹42.0
2024-07-06 05:49:19 +0000,20,Gym Membership ₹20.0
2024-07-06 18:14:30 +0000,500,Protein Supplement ₹500.0
2024-07-06 18:14:31 +0000,21,MedPlus Bill ₹21.0
2024-07-06 18:14:34 +0000,12,Myntra Order ₹12.0
2024-07-05 20:14:51 +0000,5,More Supermarket ₹5.0
2024-07-06 19:21:34 +0000,3,MakeMyTrip Payment ₹3.0
2024-07-07 11:29:23 +0000,6,OYO Rooms Booking ₹6.0
2024-07-07 14:38:10 +0000,8,Udemy Course ₹8.0
2024-07-07 20:45:15 +0000,13,Myntra Order ₹13.0
2024-07-08 05:13:06 +0000,5.2,TataCliq Payment ₹5.2
2024-07-08 10:02:47 +0000,10,Flipkart Order ₹10.0
2024-07-08 16:50:01 +0000,10,Air India Flight ₹10.0
2024-07-09 08:35:56 +0000,12,BigBasket Order ₹12.0
2024-07-09 09:36:00 +0000,8.3,MedPlus Bill ₹8.3
2024-07-09 14:28:00 +0000,8,Donation ₹8.0
2024-07-10 04:31:21 +0000,3.2,MakeMyTrip Payment ₹3.2
2024-07-10 05:03:58 +0000,50,Udemy Course ₹50.0
2024-07-10 05:07:16 +0000,1,Unacademy Plan ₹1.0
2024-07-10 08:16:56 +0000,20,Train Ticket ₹20.0
2024-07-10 09:28:21 +0000,5.8,BigBasket Order ₹5.8
2024-07-10 14:27:29 +0000,5,Diagnostic Center Payment ₹5.0
2024-07-10 20:04:05 +0000,4,CultFit Subscription ₹4.0
2024-07-11 04:41:57 +0000,1.6,IRCTC Train Ticket ₹1.6
2024-07-11 06:46:58 +0000,200,YouTube Premium ₹200.0
2024-07-11 09:52:22 +0000,10,Skillshare Membership ₹10.0
2024-07-11 10:02:37 +0000,15,Hotstar Renewal ₹15.0
2024-07-11 13:43:00 +0000,7,Health Insurance ₹7.0
2024-07-11 14:39:17 +0000,8,Air India Flight ₹8.0
2024-07-11 19:15:32 +0000,0.85,Unacademy Plan ₹0.85
2024-07-12 08:26:45 +0000,11,Crypto Investment ₹11.0
2024-07-12 08:41:35 +0000,7.2,Subway Sandwich ₹7.2
2024-07-12 17:21:01 +0000,55,CultFit Subscription ₹55.0
2024-07-12 17:39:55 +0000,5,Donation ₹5.0
2024-07-13 08:47:26 +0000,8,Cafe Coffee Day ₹8.0
2024-07-13 12:09:11 +0000,7,Spotify Payment ₹7.0
2024-07-13 14:33:07 +0000,5.7,Water Bill ₹5.7
2024-07-13 14:52:09 +0000,8,DMart Purchase ₹8.0
2024-07-13 19:56:18 +0000,1,Reliance Fresh ₹1.0
2024-07-14 06:37:45 +0000,8,Netflix Subscription ₹8.0
2024-07-14 11:02:11 +0000,6,Doctor Visit ₹6.0
2024-07-14 11:06:18 +0000,8,Air India Flight ₹8.0
2024-07-14 14:26:06 +0000,13,Airtel Postpaid ₹13.0
2024-07-14 16:26:36 +0000,5,TataCliq Payment ₹5.0
2024-07-14 22:34:54 +0000,120,Reliance Fresh ₹120.0
2024-07-14 22:34:59 +0000,10,Ola Ride ₹10.0
2024-07-15 05:31:40 +0000,6,More Supermarket ₹6.0
2024-07-15 09:38:38 +0000,10,KFC Meal ₹10.0
2024-07-15 09:51:56 +0000,9,Flipkart Order ₹9.0
2024-07-15 14:32:56 +0000,9,Ajio Shopping ₹9.0
2024-07-15 17:34:00 +0000,12,LIC Premium ₹12.0
2024-07-16 06:40:16 +0000,6.24,Cafe Coffee Day ₹6.24
2024-07-16 09:30:53 +0000,8,YouTube Premium ₹8.0
2024-07-17 04:20:45 +0000,7,Charity ₹7.0
2024-07-17 07:45:28 +0000,5,LIC Premium ₹5.0
2024-07-17 07:45:50 +0000,2222,LIC Premium ₹2222.0
2024-07-17 09:41:23 +0000,5,Uber Trip ₹5.0
2024-07-17 09:41:59 +0000,10,Diagnostic Center Payment ₹10.0
2024-07-17 09:45:42 +0000,88,Reliance Fresh ₹88.0
2024-07-17 17:31:21 +0000,2.5,McDonalds Bill ₹2.5
2024-07-17 17:31:40 +0000,18,IRCTC Train Ticket ₹18.0
2024-07-17 17:34:01 +0000,5.1,BookMyShow Ticket ₹5.1
2024-07-18 04:15:55 +0000,5.6,Health Insurance ₹5.6
2024-07-18 06:08:15 +0000,9,Water Bill ₹9.0
2024-07-18 15:00:47 +0000,7,Delhi Metro Recharge ₹7.0
2024-07-19 09:29:32 +0000,8,DMart Purchase ₹8.0
2024-07-19 11:30:20 +0000,5.7,Skillshare Membership ₹5.7
2024-07-18 19:31:00 +0000,23,Flipkart Order ₹23.0
2024-07-19 15:30:31 +0000,5,Spotify Payment ₹5.0
2024-07-20 03:54:45 +0000,8,Diagnostic Center Payment ₹8.0
2024-07-20 08:04:39 +0000,150,TataCliq Payment ₹150.0
2024-07-20 11:57:45 +0000,50,KFC Meal ₹50.0
2024-07-21 11:31:40 +0000,5.7,Ajio Shopping ₹5.7
2024-07-21 11:31:42 +0000,8.7,Netflix Subscription ₹8.7
2024-07-21 18:27:58 +0000,40,Jio Fiber Recharge ₹40.0
2024-07-22 08:06:35 +0000,19,Crypto Investment ₹19.0
2024-07-22 12:08:51 +0000,7.1,Donation ₹7.1
2024-07-22 18:05:59 +0000,60,Air India Flight ₹60.0
2024-07-23 07:55:19 +0000,2,Myntra Order ₹2.0
2024-07-23 07:55:25 +0000,1,OYO Rooms Booking ₹1.0
2024-07-23 12:49:54 +0000,5.7,Doctor Visit ₹5.7
2024-07-23 14:33:21 +0000,8,Petrol Pump ₹8.0
2024-07-23 18:07:35 +0000,5,Unacademy Plan ₹5.0
2024-07-23 18:49:49 +0000,15,Dominos Order ₹15.0
2024-07-24 06:47:28 +0000,1,Petrol Pump ₹1.0
2024-07-24 08:14:23 +0000,18.1,Mutual Fund SIP ₹18.1
2024-07-24 17:01:37 +0000,6,Flipkart Order ₹6.0
2024-07-24 17:13:16 +0000,0.5,Spotify Payment ₹0.5
2024-07-25 04:37:48 +0000,9,Byjus Payment ₹9.0
2024-07-25 04:37:57 +0000,20,Barbeque Nation ₹20.0
2024-07-25 04:38:05 +0000,15,Coursera Subscription ₹15.0
2024-07-25 11:55:27 +0000,90,Unacademy Plan ₹90.0
2024-07-25 12:08:16 +0000,0.5,TataCliq Payment ₹0.5
2024-07-25 12:44:08 +0000,2.25,Netflix Subscription ₹2.25
2024-07-25 12:49:30 +0000,19,Petrol Pump ₹19.0
2024-07-26 04:19:03 +0000,8.7,Coursera Subscription ₹8.7
2024-07-26 04:29:17 +0000,2.5,Crypto Investment ₹2.5
2024-07-26 08:13:35 +0000,5.9,BookMyShow Ticket ₹5.9
2024-07-26 08:13:38 +0000,2.5,Protein Supplement ₹2.5
2024-07-26 08:18:54 +0000,8,Donation ₹8.0
2024-07-26 13:07:24 +0000,8,Car Insurance ₹8.0
2024-07-26 13:17:28 +0000,8,Air India Flight ₹8.0
2024-07-27 09:26:18 +0000,8,Pizza Hut Bill ₹8.0
2024-07-27 12:10:51 +0000,15,BigBasket Order ₹15.0
2024-07-27 13:43:53 +0000,5.7,LIC Premium ₹5.7
2024-07-27 16:06:32 +0000,26,LIC Premium ₹26.0
2024-07-28 07:52:25 +0000,8.7,Myntra Order ₹8.7
2024-07-28 09:20:41 +0000,11,Byjus Payment ₹11.0
2024-07-28 12:51:31 +0000,5.7,Donation ₹5.7
2024-07-28 14:00:44 +0000,2,Amazon Purchase ₹2.0
2024-07-28 14:30:18 +0000,16,Car Insurance ₹16.0
2024-07-29 08:26:23 +0000,8,Coursera Subscription ₹8.0
2024-07-29 14:39:33 +0000,100,Diagnostic Center Payment ₹100.0
2024-07-29 14:57:53 +0000,8,Cab Fare ₹8.0
2024-07-29 18:29:26 +0000,10,Netflix Subscription ₹10.0
2024-07-29 19:23:22 +0000,5,CultFit Subscription ₹5.0
2024-07-30 08:31:13 +0000,16,Barbeque Nation ₹16.0
2024-07-30 12:16:41 +0000,15,Airtel Postpaid ₹15.0
2024-07-30 17:17:03 +0000,72,Train Ticket ₹72.0
2024-07-31 01:42:31 +0000,89,Gift Shop ₹89.0
2024-07-31 04:18:20 +0000,16,Crypto Investment ₹16.0
2024-07-31 09:11:27 +0000,35,Ajio Shopping ₹35.0
2024-07-31 09:11:32 +0000,3,Charity ₹3.0
2024-07-31 09:41:41 +0000,11,Barbeque Nation ₹11.0
2024-07-31 12:07:24 +0000,10,Netflix Subscription ₹10.0
2024-07-31 12:19:51 +0000,5,Jio Fiber Recharge ₹5.0
2024-07-31 14:22:33 +0000,8,Swiggy Payment ₹8.0
2024-08-01 03:47:23 +0000,20,McDonalds Bill ₹20.0
2024-08-01 03:50:40 +0000,2.4,Yoga Class ₹2.4
2024-08-01 04:01:44 +0000,2.5,OYO Rooms Booking ₹2.5
2024-08-01 04:08:22 +0000,6.75,McDonalds Bill ₹6.75
2024-08-01 08:00:37 +0000,10,Donation ₹10.0
2024-08-01 14:23:29 +0000,8,TataCliq Payment ₹8.0
2024-08-02 03:54:39 +0000,18,DMart Purchase ₹18.0
2024-08-02 08:00:06 +0000,9,Udemy Course ₹9.0
2024-08-02 13:16:36 +0000,12,Health Insurance ₹12.0
2024-08-02 14:37:37 +0000,8,Gym Membership ₹8.0
2024-08-02 19:05:05 +0000,1,BookMyShow Ticket ₹1.0
2024-08-03 09:06:51 +0000,5,Train Ticket ₹5.0
2024-08-03 08:06:00 +0000,25,Delhi Metro Recharge ₹25.0
2024-08-03 11:02:54 +0000,14,PPF Deposit ₹14.0
2024-08-03 14:39:43 +0000,8,CultFit Subscription ₹8.0
2024-08-04 06:08:02 +0000,15,BookMyShow Ticket ₹15.0
2024-08-04 09:06:45 +0000,8,Cab Fare ₹8.0
2024-08-04 11:51:00 +0000,15.2,Yoga Class ₹15.2
2024-08-04 15:55:00 +0000,16,Yoga Class ₹16.0
2024-08-05 06:21:32 +0000,5.4,Subway Sandwich ₹5.4
2024-08-05 10:03:23 +0000,12,Air India Flight ₹12.0
2024-08-05 14:29:07 +0000,8,Protein Supplement ₹8.0
2024-08-05 14:47:43 +0000,5,Reliance Fresh ₹5.0
2024-08-05 19:16:05 +0000,120,Spotify Payment ₹120.0
2024-08-05 19:29:51 +0000,7.2,Petrol Pump ₹7.2
2024-08-06 04:00:36 +0000,15.23,CultFit Subscription ₹15.23
2024-08-06 09:46:05 +0000,27,Skillshare Membership ₹27.0
2024-08-06 09:56:39 +0000,51,PPF Deposit ₹51.0
2024-08-06 14:45:48 +0000,8.2,Charity ₹8.2
2024-08-06 17:15:31 +0000,0.5,More Supermarket ₹0.5
2024-08-06 18:54:14 +0000,10,Skillshare Membership ₹10.0
2024-08-07 13:17:12 +0000,7.2,Crypto Investment ₹7.2
2024-08-07 13:17:15 +0000,5.4,BigBasket Order ₹5.4
2024-08-07 13:17:23 +0000,50,KFC Meal ₹50.0
2024-08-07 14:26:07 +0000,8.7,BookMyShow Ticket ₹8.7
2024-08-07 15:44:35 +0000,15,Gym Membership ₹15.0
2024-08-08 08:05:18 +0000,7.2,Stock Purchase ₹7.2
2024-08-08 04:05:00 +0000,15.23,Pizza Hut Bill ₹15.23
2024-08-08 14:30:40 +0000,8.7,BookMyShow Ticket ₹8.7
2024-08-08 19:26:57 +0000,5.32,More Supermarket ₹5.32
2024-08-09 06:00:00 +0000,5.4,Gift Shop ₹5.4
2024-08-09 09:01:47 +0000,15,Protein Supplement ₹15.0
2024-08-09 10:02:44 +0000,4.2,Coursera Subscription ₹4.2
2024-08-09 13:04:52 +0000,15.2,DMart Purchase ₹15.2
2024-08-09 17:57:03 +0000,61,TataCliq Payment ₹61.0
2024-08-09 17:57:07 +0000,3,Cab Fare ₹3.0
2024-08-10 07:39:18 +0000,50,Zomato Order ₹50.0
2024-08-10 09:25:17 +0000,3.21,Cafe Coffee Day ₹3.21
2024-08-10 09:25:18 +0000,8,Gym Membership ₹8.0
2024-08-10 12:59:41 +0000,15.2,Uber Trip ₹15.2
2024-08-10 14:57:29 +0000,1,Petrol Pump ₹1.0
2024-08-10 15:59:34 +0000,7,Swiggy Payment ₹7.0
2024-08-10 18:52:11 +0000,150,Petrol Pump ₹150.0
2024-08-11 07:52:10 +0000,15.2,Ola Ride ₹15.2
2024-08-11 07:52:16 +0000,1,Electricity Bill BSES ₹1.0
2024-08-11 11:09:09 +0000,8,KFC Meal ₹8.0
2024-08-11 19:29:04 +0000,8.52,Doctor Visit ₹8.52
2024-08-11 19:29:08 +0000,0.5,Ola Ride ₹0.5
2024-08-12 03:59:58 +0000,15.23,Protein Supplement ₹15.23
2024-08-12 06:17:22 +0000,3.33,Dominos Order ₹3.33
2024-08-12 08:21:04 +0000,9,Delhi Metro Recharge ₹9.0
2024-08-12 09:03:19 +0000,7.53,Hotstar Renewal ₹7.53
2024-08-12 14:41:50 +0000,10,Cab Fare ₹10.0
2024-08-13 02:21:13 +0000,2,Hotstar Renewal ₹2.0
2024-08-13 04:08:32 +0000,19,Car Insurance ₹19.0
2024-08-13 07:59:10 +0000,11,Gym Membership ₹11.0
2024-08-13 13:27:28 +0000,5,More Supermarket ₹5.0
2024-08-13 13:50:19 +0000,70,Spotify Payment ₹70.0
2024-08-13 14:43:57 +0000,18,BookMyShow Ticket ₹18.0
2024-08-14 04:17:35 +0000,1.5,LIC Premium ₹1.5
2024-08-14 07:27:56 +0000,12,Gift Shop ₹12.0
2024-08-14 09:46:41 +0000,8,BigBasket Order ₹8.0
2024-08-14 14:43:55 +0000,16,PPF Deposit ₹16.0
2024-08-15 02:26:08 +0000,1,Unacademy Plan ₹1.0
2024-08-15 04:41:11 +0000,15.23,DMart Purchase ₹15.23
2024-08-15 09:39:52 +0000,10,Stationery Store ₹10.0
2024-08-15 14:24:06 +0000,39,Mutual Fund SIP ₹39.0
2024-08-15 14:40:25 +0000,8,Air India Flight ₹8.0
2024-08-15 18:51:58 +0000,8,Gym Membership ₹8.0
2024-08-16 02:30:43 +0000,1,Diagnostic Center Payment ₹1.0
2024-08-16 04:02:52 +0000,2.5,Spotify Payment ₹2.5
2024-08-16 04:14:48 +0000,6.75,Apollo Pharmacy ₹6.75
2024-08-16 09:25:48 +0000,11.3,Diagnostic Center Payment ₹11.3
2024-08-16 14:50:08 +0000,8,Apollo Pharmacy ₹8.0
2024-08-16 18:25:23 +0000,83,Barbeque Nation ₹83.0
2024-08-17 06:13:31 +0000,15.2,Donation ₹15.2
2024-08-17 09:13:04 +0000,8,Zomato Order ₹8.0
2024-08-17 12:28:40 +0000,18,Gift Shop ₹18.0
2024-08-17 16:52:39 +0000,1,Hotstar Renewal ₹1.0
2024-08-17 17:32:21 +0000,7,BookMyShow Ticket ₹7.0
2024-08-18 07:30:31 +0000,15.2,Gift Shop ₹15.2
2024-08-18 10:35:21 +0000,8,MedPlus Bill ₹8.0
2024-08-18 14:46:44 +0000,0.5,TataCliq Payment ₹0.5
2024-08-18 14:46:50 +0000,2,Apollo Pharmacy ₹2.0
2024-08-18 14:53:08 +0000,13.13,McDonalds Bill ₹13.13
2024-08-19 04:15:08 +0000,2.5,Health Insurance ₹2.5
2024-08-19 08:12:45 +0000,12,Hotstar Renewal ₹12.0
2024-08-19 14:37:32 +0000,8,Spotify Payment ₹8.0
2024-08-19 17:35:51 +0000,2.45,Netflix Subscription ₹2.45
2024-08-19 17:48:10 +0000,2.5,Reliance Fresh ₹2.5
2024-08-20 02:42:36 +0000,1,Netflix Subscription ₹1.0
2024-08-20 04:33:30 +0000,2.5,Health Insurance ₹2.5
2024-08-20 04:33:32 +0000,8,IRCTC Train Ticket ₹8.0
2024-08-20 14:31:21 +0000,3.55,Mutual Fund SIP ₹3.55
2024-08-21 04:00:10 +0000,2.5,Flipkart Order ₹2.5
2024-08-21 04:09:52 +0000,6.75,Burger King Payment ₹6.75
2024-08-21 14:18:19 +0000,10,Car Insurance ₹10.0
2024-08-21 15:03:14 +0000,2,More Supermarket ₹2.0
2024-08-21 15:09:27 +0000,3,PPF Deposit ₹3.0
2024-08-22 02:15:51 +0000,2,Airtel Postpaid ₹2.0
2024-08-22 04:05:16 +0000,15.23,Skillshare Membership ₹15.23
2024-08-22 14:21:25 +0000,8,Donation ₹8.0
2024-08-23 04:00:30 +0000,2.5,KFC Meal ₹2.5
2024-08-23 04:08:59 +0000,6.75,Stationery Store ₹6.75
2024-08-23 08:03:09 +0000,9,Amazon Purchase ₹9.0
2024-08-24 06:15:39 +0000,0.5,Udemy Course ₹0.5
2024-08-24 06:42:41 +0000,0.5,Rapido Ride ₹0.5
2024-08-24 07:19:30 +0000,15,Pizza Hut Bill ₹15.0
2024-08-24 10:25:51 +0000,8,Donation ₹8.0
2024-08-24 13:52:26 +0000,10,Myntra Order ₹10.0
2024-08-24 13:52:32 +0000,0.5,Burger King Payment ₹0.5
2024-08-25 02:37:36 +0000,1,Myntra Order ₹1.0
2024-08-25 04:19:42 +0000,9,Crypto Investment ₹9.0
2024-08-25 04:19:49 +0000,2.5,MedPlus Bill ₹2.5
2024-08-25 04:31:57 +0000,8,Jio Fiber Recharge ₹8.0
2024-08-25 06:50:55 +0000,40,Air India Flight ₹40.0
2024-08-25 07:55:49 +0000,17,Doctor Visit ₹17.0
2024-08-25 08:21:39 +0000,5,PPF Deposit ₹5.0
2024-08-25 10:18:10 +0000,5,Water Bill ₹5.0
2024-08-25 10:18:11 +0000,15,Amazon Purchase ₹15.0
2024-08-26 07:04:09 +0000,0.5,Myntra Order ₹0.5
2024-08-26 07:04:15 +0000,5,Charity ₹5.0
2024-08-26 08:13:32 +0000,0.55,Hotstar Renewal ₹0.55
2024-08-26 09:33:54 +0000,2.5,BigBasket Order ₹2.5
2024-08-26 09:34:04 +0000,10,Coursera Subscription ₹10.0
2024-08-26 09:38:06 +0000,8,Internet Bill ₹8.0
2024-08-26 12:07:46 +0000,8,Skillshare Membership ₹8.0
2024-08-26 15:45:16 +0000,13,Petrol Pump ₹13.0
2024-08-27 02:32:49 +0000,1,Electricity Bill BSES ₹1.0
2024-08-27 04:03:10 +0000,11,Zomato Order ₹11.0
2024-08-27 04:04:00 +0000,2.5,Diagnostic Center Payment ₹2.5
2024-08-27 08:01:37 +0000,29,Cab Fare ₹29.0
2024-08-27 08:16:10 +0000,15,Diagnostic Center Payment ₹15.0
2024-08-27 09:36:06 +0000,90,MakeMyTrip Payment ₹90.0
2024-08-27 11:08:07 +0000,2.5,KFC Meal ₹2.5
2024-08-27 11:24:52 +0000,5,McDonalds Bill ₹5.0
2024-08-27 11:48:46 +0000,8.2,Internet Bill ₹8.2
2024-08-27 15:31:54 +0000,70,LIC Premium ₹70.0
2024-08-27 16:09:21 +0000,15,Rapido Ride ₹15.0
2024-08-28 05:28:07 +0000,0.5,Electricity Bill BSES ₹0.5
2024-08-28 06:03:52 +0000,0.5,Health Insurance ₹0.5
2024-08-28 06:03:55 +0000,0.5,Skillshare Membership ₹0.5
2024-08-28 07:35:47 +0000,7.4,Unacademy Plan ₹7.4
2024-08-28 07:36:56 +0000,2.6,Coursera Subscription ₹2.6
2024-08-28 10:46:56 +0000,8,More Supermarket ₹8.0
2024-08-28 14:42:34 +0000,7.4,BigBasket Order ₹7.4
2024-08-28 19:45:25 +0000,11,Car Insurance ₹11.0
2024-08-29 05:19:33 +0000,25,Diagnostic Center Payment ₹25.0
2024-08-29 06:44:32 +0000,1.5,Myntra Order ₹1.5
2024-08-29 08:09:56 +0000,8,Flipkart Order ₹8.0
2024-08-29 08:10:28 +0000,2.6,Hotstar Renewal ₹2.6
2024-08-29 08:29:17 +0000,9.4,Netflix Subscription ₹9.4
2024-08-29 12:28:15 +0000,18.2,Gift Shop ₹18.2
2024-08-29 16:08:17 +0000,6,Water Bill ₹6.0
2024-08-29 16:54:11 +0000,5,Stationery Store ₹5.0
2024-08-30 04:44:40 +0000,1,Diagnostic Center Payment ₹1.0
2024-08-30 07:47:34 +0000,8,Apollo Pharmacy ₹8.0
2024-08-30 09:38:27 +0000,22,Internet Bill ₹22.0
2024-08-30 10:01:54 +0000,7,Yoga Class ₹7.0
2024-08-30 14:17:10 +0000,16,Pizza Hut Bill ₹16.0
2024-08-31 12:02:17 +0000,16,Ola Ride ₹16.0
2024-08-31 12:02:19 +0000,2,Uber Trip ₹2.0
2024-08-31 13:01:19 +0000,8,YouTube Premium ₹8.0
2024-09-01 02:04:48 +0000,89,Subway Sandwich ₹89.0
2024-09-01 02:25:58 +0000,1,More Supermarket ₹1.0
2024-09-01 03:03:07 +0000,20,Burger King Payment ₹20.0
2024-09-01 04:15:53 +0000,0.45,Apollo Pharmacy ₹0.45
2024-09-01 04:15:56 +0000,2.5,TataCliq Payment ₹2.5
2024-09-01 04:36:26 +0000,8,OYO Rooms Booking ₹8.0
2024-09-01 09:42:53 +0000,112,BigBasket Order ₹112.0
2024-09-01 09:42:55 +0000,3,Airtel Postpaid ₹3.0
2024-09-01 09:47:57 +0000,8,Electricity Bill BSES ₹8.0
2024-09-01 13:31:49 +0000,11,Gym Membership ₹11.0
2024-09-01 14:11:31 +0000,3,YouTube Premium ₹3.0
2024-09-01 14:16:12 +0000,16,DMart Purchase ₹16.0
2024-09-01 14:23:47 +0000,12,CultFit Subscription ₹12.0
2024-09-01 17:47:05 +0000,0.5,OYO Rooms Booking ₹0.5
2024-09-01 17:47:09 +0000,15.2,Pizza Hut Bill ₹15.2
2024-09-02 02:47:36 +0000,0.5,Zomato Order ₹0.5
2024-09-02 03:07:55 +0000,4.57,Airtel Postpaid ₹4.57
2024-09-02 04:10:17 +0000,7.35,PPF Deposit ₹7.35
2024-09-02 04:27:54 +0000,2,Apollo Pharmacy ₹2.0
2024-09-02 06:57:38 +0000,8.1,Protein Supplement ₹8.1
2024-09-02 09:09:23 +0000,8,Petrol Pump ₹8.0
2024-09-02 14:14:27 +0000,170,Reliance Fresh ₹170.0
2024-09-02 15:12:13 +0000,0.5,Swiggy Payment ₹0.5
2024-09-03 04:04:29 +0000,16,Cafe Coffee Day ₹16.0
2024-09-03 04:52:24 +0000,3.25,Cab Fare ₹3.25
2024-09-03 07:21:57 +0000,1,Cab Fare ₹1.0
2024-09-03 08:58:06 +0000,16,Cafe Coffee Day ₹16.0
2024-09-03 17:56:49 +0000,38,Reliance Fresh ₹38.0
2024-09-04 04:05:03 +0000,16,Reliance Fresh ₹16.0
2024-09-04 04:50:28 +0000,3.25,Electricity Bill BSES ₹3.25
2024-09-04 09:51:49 +0000,10,Yoga Class ₹10.0
2024-09-04 14:50:09 +0000,7.4,DMart Purchase ₹7.4
2024-09-04 16:20:19 +0000,95,Amazon Purchase ₹95.0
2024-09-04 18:40:20 +0000,3.27,Udemy Course ₹3.27
2024-09-05 02:05:37 +0000,2,Mutual Fund SIP ₹2.0
2024-09-05 12:46:53 +0000,8.1,Diagnostic Center Payment ₹8.1
2024-09-05 14:17:23 +0000,7.4,BigBasket Order ₹7.4
2024-09-05 04:17:00 +0000,16,Burger King Payment ₹16.0
2024-09-05 16:11:44 +0000,3.5,Zomato Order ₹3.5
2024-09-05 16:52:25 +0000,0.5,LIC Premium ₹0.5
2024-09-06 04:00:00 +0000,7,Crypto Investment ₹7.0
2024-09-06 04:00:07 +0000,16,Doctor Visit ₹16.0
2024-09-06 04:26:46 +0000,3.5,Dominos Order ₹3.5
2024-09-06 09:15:22 +0000,4.8,Coursera Subscription ₹4.8
2024-09-06 09:15:25 +0000,6,Diagnostic Center Payment ₹6.0
2024-09-07 06:33:19 +0000,1,Skillshare Membership ₹1.0
2024-09-07 08:08:02 +0000,7.4,Apollo Pharmacy ₹7.4
2024-09-07 08:08:30 +0000,2.6,MedPlus Bill ₹2.6
2024-09-07 08:29:02 +0000,7.4,Dominos Order ₹7.4
2024-09-07 12:50:54 +0000,17.3,BookMyShow Ticket ₹17.3
2024-09-07 14:46:27 +0000,0.5,Stock Purchase ₹0.5
2024-09-07 15:51:59 +0000,18,Crypto Investment ₹18.0
2024-09-08 02:37:50 +0000,0.5,Train Ticket ₹0.5
2024-09-08 04:10:07 +0000,15,Car Insurance ₹15.0
2024-09-08 04:10:08 +0000,2,Water Bill ₹2.0
2024-09-08 12:09:08 +0000,52,MakeMyTrip Payment ₹52.0
2024-09-08 12:22:05 +0000,0.5,MakeMyTrip Payment ₹0.5
2024-09-08 17:45:23 +0000,4,DMart Purchase ₹4.0
2024-09-09 02:20:52 +0000,0.5,Stationery Store ₹0.5
2024-09-09 03:57:31 +0000,16,Rapido Ride ₹16.0
2024-09-09 04:21:00 +0000,7,BookMyShow Ticket ₹7.0
2024-09-09 04:36:28 +0000,3.25,Electricity Bill BSES ₹3.25
2024-09-09 15:20:45 +0000,57,MedPlus Bill ₹57.0
2024-09-09 15:26:59 +0000,1,Diagnostic Center Payment ₹1.0
2024-09-10 02:18:48 +0000,0.5,Protein Supplement ₹0.5
2024-09-10 04:05:52 +0000,8,Zomato Order ₹8.0
2024-09-10 04:36:59 +0000,5.25,Mutual Fund SIP ₹5.25
2024-09-10 06:07:20 +0000,50,LIC Premium ₹50.0
2024-09-10 08:18:42 +0000,7.8,Amazon Purchase ₹7.8
2024-09-10 13:56:30 +0000,0.5,Diagnostic Center Payment ₹0.5
2024-09-10 14:38:45 +0000,16,MedPlus Bill ₹16.0
2024-09-11 01:33:42 +0000,3,Protein Supplement ₹3.0
2024-09-11 02:18:44 +0000,0.5,Burger King Payment ₹0.5
2024-09-11 04:06:22 +0000,14,Dominos Order ₹14.0
2024-09-11 08:37:19 +0000,50,Electricity Bill BSES ₹50.0
2024-09-11 09:05:52 +0000,6,TataCliq Payment ₹6.0
2024-09-11 10:28:50 +0000,12,Protein Supplement ₹12.0
2024-09-11 14:07:41 +0000,6,Gift Shop ₹6.0
2024-09-11 14:29:43 +0000,8,Car Insurance ₹8.0
2024-09-11 18:18:23 +0000,0.5,Apollo Pharmacy ₹0.5
2024-09-11 19:30:18 +0000,180,LIC Premium ₹180.0
2024-09-12 02:15:51 +0000,0.5,Car Insurance ₹0.5
2024-09-12 04:03:03 +0000,4.1,Spotify Payment ₹4.1
2024-09-12 06:08:25 +0000,8.1,DMart Purchase ₹8.1
2024-09-12 12:56:21 +0000,7.2,Barbeque Nation ₹7.2
2024-09-12 09:00:00 +0000,6,Stationery Store ₹6.0
2024-09-12 14:15:57 +0000,5.6,KFC Meal ₹5.6
2024-09-12 17:00:05 +0000,0.5,Zomato Order ₹0.5
2024-09-12 17:41:51 +0000,4,Charity ₹4.0
2024-09-13 04:09:00 +0000,21,Yoga Class ₹21.0
2024-09-13 04:55:16 +0000,4,Reliance Fresh ₹4.0
2024-09-13 08:45:33 +0000,0.5,PPF Deposit ₹0.5
2024-09-13 09:38:22 +0000,12,Spotify Payment ₹12.0
2024-09-13 14:17:53 +0000,7.4,Gym Membership ₹7.4
2024-09-14 04:06:45 +0000,0.5,Electricity Bill BSES ₹0.5
2024-09-14 04:06:48 +0000,12.1,Airtel Postpaid ₹12.1
2024-09-14 04:06:51 +0000,2.5,Crypto Investment ₹2.5
2024-09-14 04:06:56 +0000,10,Spotify Payment ₹10.0
2024-09-14 07:41:25 +0000,1,Internet Bill ₹1.0
2024-09-14 12:05:16 +0000,118,LIC Premium ₹118.0
